rank,issue_id,repo_name,title,created_at
271,7084,huggingface/datasets,More easily support streaming local files,2024-07-31T09:03:15+00:00
272,7086,huggingface/datasets,"load_dataset ignores cached datasets and tries to hit HF Hub, resulting in API rate limit errors",2024-08-02T18:12:23+00:00
273,7088,huggingface/datasets,Disable warning when using with_format format on tensors,2024-08-05T00:45:50+00:00
274,7089,huggingface/datasets,"Missing pyspark dependency causes the testsuite to error out, instead of a few tests to be skipped",2024-08-05T21:05:11+00:00
275,7090,huggingface/datasets,The test test_move_script_doesnt_change_hash fails because it runs the 'python' command while the python executable has a different name,2024-08-06T00:35:05+00:00
276,7092,huggingface/datasets,load_dataset with multiple jsonlines files interprets datastructure too early,2024-08-06T17:42:55+00:00
277,7093,huggingface/datasets,Add Arabic Docs to datasets,2024-08-07T21:48:05+00:00
278,28690,matplotlib/matplotlib,[MNT]: Move norms to from colors.py to separate file norms.py,2024-08-09T08:20:05+00:00
279,28693,matplotlib/matplotlib,DOC: Best practice when to use ax.set_thing(foo) vs ax.set(thing=foo),2024-08-09T14:09:54+00:00
280,28694,matplotlib/matplotlib,[Bug]: mplot3d - axes3d has_data() type checking,2024-08-09T15:01:45+00:00
281,7097,huggingface/datasets,Some of DownloadConfig's properties are always being overridden in load.py,2024-08-09T18:26:37+00:00
282,28703,matplotlib/matplotlib,[BUG]: `Patch3D` does not correctly set `verts` on initialization,2024-08-10T21:09:03+00:00
283,28708,matplotlib/matplotlib,[ENH]: Possible improvements for out-of-the-box interactivity,2024-08-12T13:01:12+00:00
284,28712,matplotlib/matplotlib,[Bug]: Cygwin builds are broken,2024-08-13T06:47:50+00:00
285,28717,matplotlib/matplotlib,[Bug]: Annotation clip path / box regression in 3.9,2024-08-13T14:51:45+00:00
286,7100,huggingface/datasets,IterableDataset: cannot resolve features from list of numpy arrays,2024-08-14T11:01:51+00:00
287,28722,matplotlib/matplotlib,"[Doc]: document ""out-of-the-box"" interactivity",2024-08-14T17:54:56+00:00
288,7101,huggingface/datasets,`load_dataset` from Hub with `name` to specify `config` using incorrect builder type when multiple data formats are present,2024-08-14T18:12:25+00:00
289,7102,huggingface/datasets,"Slow iteration speeds when using IterableDataset.shuffle with load_dataset(data_files=..., streaming=True)",2024-08-14T21:44:44+00:00
290,7112,huggingface/datasets,"cudf-cu12 24.4.1, ibis-framework 8.0.0 requires pyarrow<15.0.0a0,>=14.0.1,pyarrow<16,>=2 and datasets 2.21.0 requires pyarrow>=15.0.0",2024-08-20T08:13:55+00:00
291,7117,huggingface/datasets,Audio dataset load everything in RAM and is very slow,2024-08-20T21:18:12+00:00
292,28745,matplotlib/matplotlib,[MNT]: document linestyle as an mpltype,2024-08-22T04:06:15+00:00
293,7122,huggingface/datasets,[interleave_dataset] sample batches from a single source at a time,2024-08-23T07:21:15+00:00
294,7123,huggingface/datasets,Make dataset viewer more flexible in displaying metadata alongside images,2024-08-23T22:56:01+00:00
295,7127,huggingface/datasets,Caching shuffles by np.random.Generator results in unintiutive behavior,2024-08-26T10:29:48+00:00
296,7128,huggingface/datasets,Filter Large Dataset Entry by Entry,2024-08-27T20:31:09+00:00
297,28769,matplotlib/matplotlib,[Bug]: Gouraud shading for `plt.tripcolor` is slightly off,2024-08-30T06:04:52+00:00
298,28770,matplotlib/matplotlib,[ENH]: Plot recipes for custom types,2024-08-30T11:56:55+00:00
299,7134,huggingface/datasets,Attempting to return a rank 3 grayscale image from dataset.map results in extreme slowdown ,2024-09-01T13:55:41+00:00
300,7135,huggingface/datasets,Bug: Type Mismatch in Dataset Mapping,2024-09-03T16:37:01+00:00
301,7138,huggingface/datasets,Cache only changed columns?,2024-09-05T12:56:47+00:00
302,7139,huggingface/datasets,Use load_dataset to load imagenet-1K But find a empty dataset,2024-09-05T15:12:22+00:00
303,7623,networkx/networkx,Separation of Exception Handling/Input Validation from Algorithm's Core Implementation,2024-09-06T20:23:43+00:00
304,28816,matplotlib/matplotlib,[MNT]: Refactor data limit handling,2024-09-13T12:49:04+00:00
305,28833,matplotlib/matplotlib,[MNT]: Data size consistency checks in _CollectionsWithSizes,2024-09-18T09:04:25+00:00
306,28834,matplotlib/matplotlib,[MNT]: Should we add priority tags to issues / features,2024-09-18T14:08:59+00:00
307,28835,matplotlib/matplotlib,[Bug]: Matplotlib issue with mosaic and colorbars,2024-09-18T20:18:34+00:00
308,28851,matplotlib/matplotlib,[MNT]: Define Axes.clear semantics,2024-09-20T08:29:51+00:00
309,28854,matplotlib/matplotlib,[Bug]: Inconsistency as to whether Line2D.get_data() preserves types of input sequences,2024-09-20T16:30:31+00:00
310,7156,huggingface/datasets,interleave_datasets resets shuffle state,2024-09-20T17:57:54+00:00
311,28860,matplotlib/matplotlib,[ENH]: Add Independent xlabelpad and ylabelpad Options to rcParams,2024-09-21T18:47:02+00:00
312,28865,matplotlib/matplotlib,[Bug]: Matplotlib clabels too close to the boundary,2024-09-23T08:12:40+00:00
313,28891,matplotlib/matplotlib,"[Bug]: `GridSpecFromSubplotSpec` displayed incorrectly with `layout=""constrained""`",2024-09-26T01:08:57+00:00
314,28894,matplotlib/matplotlib,"[Bug]: Padding at the edges of `GridSpecFromSubplotSpec` is double counted with `layout=""constrained""`",2024-09-26T17:09:48+00:00
315,7187,huggingface/datasets,shard_data_sources() got an unexpected keyword argument 'worker_id',2024-10-02T01:26:35+00:00
316,7189,huggingface/datasets,Audio preview in dataset viewer for audio array data without a path/filename,2024-10-02T16:38:38+00:00
317,7190,huggingface/datasets,Datasets conflicts with fsspec 2024.9,2024-10-02T16:43:46+00:00
318,7193,huggingface/datasets,Support of num_workers (multiprocessing) in map for IterableDataset,2024-10-02T18:34:04+00:00
319,28929,matplotlib/matplotlib,"[MNT]: Clarify whether the values of an AxesImage are known as ""data"" or as ""array""",2024-10-03T09:36:23+00:00
320,7195,huggingface/datasets,Add support for 3D datasets,2024-10-03T13:27:44+00:00
321,7197,huggingface/datasets,ConnectionError: Couldn't reach 'allenai/c4' on the Hub (ConnectionError)数据集下不下来，怎么回事,2024-10-04T09:33:25+00:00
322,7201,huggingface/datasets,`load_dataset()` of images from a single directory where `train.png` image exists,2024-10-07T09:14:17+00:00
323,7202,huggingface/datasets,`from_parquet` return type annotation,2024-10-08T09:08:10+00:00
324,7206,huggingface/datasets,Slow iteration for iterable dataset with numpy formatting for array data,2024-10-08T15:38:11+00:00
325,28955,matplotlib/matplotlib,[ENH]: Ability to get a gridspec from a figure after it is added.,2024-10-08T22:47:25+00:00
326,7210,huggingface/datasets,Convert Array features to numpy arrays rather than lists by default,2024-10-09T13:05:21+00:00
327,7211,huggingface/datasets,Describe only selected fields in README,2024-10-09T16:25:47+00:00
328,7212,huggingface/datasets,Windows do not supprot signal.alarm and singal.signal,2024-10-10T12:00:19+00:00
329,7213,huggingface/datasets,Add with_rank to Dataset.from_generator,2024-10-10T12:15:29+00:00
330,7214,huggingface/datasets,Formatted map + with_format(None) changes array dtype for iterable datasets,2024-10-10T12:45:16+00:00
331,7215,huggingface/datasets,Iterable dataset map with explicit features causes slowdown for Sequence features,2024-10-10T22:08:20+00:00
332,7217,huggingface/datasets,"ds.map(f, num_proc=10) is slower than df.apply",2024-10-11T11:04:05+00:00
333,7220,huggingface/datasets,Custom features not compatible with special encoding/decoding logic,2024-10-11T19:20:11+00:00
334,7222,huggingface/datasets,TypeError: Couldn't cast array of type string to null in long json,2024-10-12T08:14:59+00:00
335,7223,huggingface/datasets,Fallback to arrow defaults when loading dataset with custom features that aren't registered locally,2024-10-12T16:08:20+00:00
336,7225,huggingface/datasets,Huggingface GIT returns null as Content-Type instead of application/x-git-receive-pack-result,2024-10-14T14:33:06+00:00
337,7226,huggingface/datasets,Add R as a How to use from the Polars (R) Library as an option,2024-10-14T19:56:07+00:00
338,7228,huggingface/datasets,Composite (multi-column) features,2024-10-14T23:59:19+00:00
339,28980,matplotlib/matplotlib,[Bug]: matplotlib plotly style reload library not working with Python3.11,2024-10-15T20:17:48+00:00
340,7233,huggingface/datasets,数据集数量问题,2024-10-17T07:41:44+00:00
341,7238,huggingface/datasets,incompatibily issue when using load_dataset with datasets==3.0.1,2024-10-18T21:25:23+00:00
342,7243,huggingface/datasets,ArrayXD with None as leading dim incompatible with DatasetCardData,2024-10-21T15:08:13+00:00
343,29004,matplotlib/matplotlib,Decide how to document SecondaryAxes,2024-10-21T18:05:04+00:00
344,7247,huggingface/datasets,Adding column with dict struction when mapping lead to wrong order,2024-10-22T18:55:11+00:00
345,7248,huggingface/datasets,ModuleNotFoundError: No module named 'datasets.tasks',2024-10-23T21:58:25+00:00
346,7249,huggingface/datasets,How to debugging,2024-10-24T01:03:51+00:00
347,29025,matplotlib/matplotlib,[ENH]:  Add markevery rcParam,2024-10-25T23:54:01+00:00
348,7253,huggingface/datasets,Unable to upload a large dataset zip either from command line or UI,2024-10-26T13:17:06+00:00
349,7254,huggingface/datasets,"mismatch for datatypes when providing `Features` with `Array2D` and user specified `dtype` and using with_format(""numpy"")",2024-10-26T22:06:27+00:00
350,29029,matplotlib/matplotlib,Timer + long-running callback expectations,2024-10-28T17:08:06+00:00
351,7260,huggingface/datasets,cache can't cleaned or disabled,2024-10-29T03:15:28+00:00
352,7261,huggingface/datasets,Cannot load the cache when mapping the dataset,2024-10-29T08:29:40+00:00
353,29040,matplotlib/matplotlib,[Bug]: Interactively switching plot to logit scale with some values out of range crashes UI and erases plot,2024-10-29T17:12:51+00:00
354,7267,huggingface/datasets,Source installation fails on Macintosh with python 3.10,2024-10-31T10:18:45+00:00
355,7268,huggingface/datasets,load_from_disk,2024-10-31T11:51:56+00:00
356,7269,huggingface/datasets,Memory leak when streaming,2024-10-31T13:33:52+00:00
357,29056,matplotlib/matplotlib,Sort out why the Qt editor widget needs to reset the unit states,2024-10-31T20:41:36+00:00
358,7275,huggingface/datasets,load_dataset,2024-11-04T03:01:44+00:00
359,7276,huggingface/datasets,Accessing audio dataset value throws Format not recognised error,2024-11-04T05:59:13+00:00
360,7280,huggingface/datasets,Add filename in error message when ReadError or similar occur,2024-11-07T06:00:53+00:00
361,7281,huggingface/datasets,File not found error,2024-11-07T09:04:49+00:00
362,7282,huggingface/datasets,Faulty datasets.exceptions.ExpectedMoreSplitsError,2024-11-07T20:15:01+00:00
363,29103,matplotlib/matplotlib,[ENH]: AutoMinorLocator should support unevenly spaced ticks,2024-11-08T20:18:00+00:00
364,7287,huggingface/datasets,Support for identifier-based automated split construction,2024-11-10T07:45:19+00:00
365,7290,huggingface/datasets,`Dataset.save_to_disk` hangs when using num_proc > 1,2024-11-14T05:25:13+00:00
366,29141,matplotlib/matplotlib,[MNT]: Colormap refactoring,2024-11-14T14:53:03+00:00
367,7291,huggingface/datasets,Why return_tensors='pt' doesn't work？,2024-11-15T15:01:23+00:00
368,7295,huggingface/datasets,[BUG]: Streaming from S3 triggers `unexpected keyword argument 'requote_redirect_url'`,2024-11-19T12:23:36+00:00
369,29158,matplotlib/matplotlib,[ENH]: ConnectionPatch support for 2d->3D axes,2024-11-19T23:04:34+00:00
370,29160,matplotlib/matplotlib,[Bug]: ConciseDateFormatter doesn't handle DST changes correctly,2024-11-20T05:27:42+00:00
371,29173,matplotlib/matplotlib,[Bug]:  Font fallback issue with CJK characters in text containing math formulas,2024-11-22T12:29:38+00:00
372,7298,huggingface/datasets,loading dataset issue with load_dataset() when training controlnet,2024-11-26T10:50:18+00:00
373,7299,huggingface/datasets,Efficient Image Augmentation in Hugging Face Datasets,2024-11-26T16:50:32+00:00
374,29218,matplotlib/matplotlib,[MNT]: test failures in codespaces,2024-12-02T11:27:35+00:00
375,29224,matplotlib/matplotlib,[Bug]: Matplotlib don't take into account savefig.pad_inches when plt.plot(... transform=fig.dpi_scale_trans),2024-12-03T18:42:04+00:00
376,7305,huggingface/datasets," Build Documentation Test Fails Due to ""Bad Credentials"" Error",2024-12-03T20:22:54+00:00
377,29234,matplotlib/matplotlib,TODO spotted: Separating xy2 and slope ,2024-12-05T07:14:55+00:00
378,7306,huggingface/datasets,Creating new dataset from list loses information. (Audio Information Lost - either Datatype or Values).,2024-12-05T09:07:53+00:00
379,7758,networkx/networkx,Unexpected behavior for subgraph monomorphisms with MultiGraph,2024-12-05T15:11:41+00:00
380,7315,huggingface/datasets,Allow manual configuration of Dataset Viewer for datasets not created with the `datasets` library,2024-12-07T16:37:12+00:00
381,7310,huggingface/datasets,Enable the Audio Feature to decode / read with an offset + duration,2024-12-07T22:01:44+00:00
382,7311,huggingface/datasets,How to get the original dataset name with username?,2024-12-08T07:18:14+00:00
383,29261,matplotlib/matplotlib,[MNT]: Confusing edgecolor behavior for Patch and Collection,2024-12-08T23:44:21+00:00
384,7313,huggingface/datasets,Cannot create a dataset with relative audio path,2024-12-09T07:34:20+00:00
385,7318,huggingface/datasets,Introduce support for PDFs,2024-12-10T16:59:48+00:00
386,7321,huggingface/datasets,ImportError: cannot import name 'set_caching_enabled' from 'datasets' ,2024-12-11T01:58:46+00:00
387,7322,huggingface/datasets,ArrowInvalid: JSON parse error: Column() changed from object to array in row 0,2024-12-11T08:41:39+00:00
388,29282,matplotlib/matplotlib,[Doc]: Improvements /sorting content for Quickstart Guide / Matplotlib Application Interfaces,2024-12-11T13:52:21+00:00
389,29294,matplotlib/matplotlib,[Doc]: Style methods documented as part of matplotlib but not pyplot,2024-12-12T18:20:05+00:00
390,7326,huggingface/datasets,Remove upper bound for fsspec,2024-12-13T11:35:12+00:00
391,7327,huggingface/datasets,.map() is not caching and ram goes OOM,2024-12-13T14:22:56+00:00
392,7334,huggingface/datasets,TypeError: Value.__init__() missing 1 required positional argument: 'dtype',2024-12-15T04:08:46+00:00
393,7335,huggingface/datasets,Too many open files: '/root/.cache/huggingface/token',2024-12-16T21:30:24+00:00
394,7336,huggingface/datasets,Clarify documentation or Create DatasetCard,2024-12-17T12:01:00+00:00
395,7337,huggingface/datasets,"One or several metadata.jsonl were found, but not in the same directory or in a parent directory of",2024-12-17T12:58:43+00:00
396,29373,matplotlib/matplotlib,[Bug]: Poor rendering of Poly3DCollection with axlim clipping,2024-12-22T20:54:53+00:00
397,29380,matplotlib/matplotlib,[MNT]: deprecate auto hatch fallback to patch.edgecolor when edgecolor='None',2024-12-25T00:19:58+00:00
398,29383,matplotlib/matplotlib,[Bug]: inset colorbar colours and frame misaligned,2024-12-28T12:36:30+00:00
399,7355,huggingface/datasets,Not available datasets[audio] on python 3.13,2025-01-04T18:37:08+00:00
400,7357,huggingface/datasets,Python process aborded with GIL issue when using image dataset,2025-01-06T11:29:30+00:00
401,7359,huggingface/datasets,"There are multiple 'mteb/arguana' configurations in the cache: default, corpus, queries with HF_HUB_OFFLINE=1",2025-01-06T17:42:49+00:00
402,7360,huggingface/datasets,error when loading dataset in Hugging Face: NoneType error is not callable,2025-01-07T02:11:36+00:00
403,29422,matplotlib/matplotlib,[MNT]: Remove the label API from Artist,2025-01-07T09:03:22+00:00
404,29429,matplotlib/matplotlib,[ENH]: Giving artists optional ids,2025-01-07T22:53:02+00:00
405,7363,huggingface/datasets,"ImportError: To support decoding images, please install 'Pillow'.",2025-01-08T02:22:57+00:00
406,7787,networkx/networkx,Refactor: current `backends.py` and `configs.py` into `_backends`,2025-01-08T12:58:02+00:00
407,29434,matplotlib/matplotlib,[Bug]: High memory usage in `Figure.savefig`,2025-01-08T21:18:05+00:00
408,29439,matplotlib/matplotlib,[Bug]: np.nan in PolyCollection linewidths causes huge performance penalty,2025-01-09T09:54:06+00:00
409,29440,matplotlib/matplotlib,[Bug]: Disabling autoscaling after autoscaling plots,2025-01-09T10:03:32+00:00
410,29446,matplotlib/matplotlib,ENH: add entrys to legend explicitly,2025-01-09T20:36:00+00:00
411,7365,huggingface/datasets,A parameter is specified but not used in datasets.arrow_dataset.Dataset.from_pandas(),2025-01-10T13:39:33+00:00
412,7366,huggingface/datasets,Dataset.from_dict() can't handle large dict,2025-01-11T02:05:21+00:00
413,29467,matplotlib/matplotlib,[Bug]: RectangleSelector Disappears and Becomes Difficult to Move in combination with Cursor Widget,2025-01-13T04:33:50+00:00
414,29468,matplotlib/matplotlib,[MNT]: Unite property cycles for lines and patches,2025-01-13T09:16:37+00:00
415,7369,huggingface/datasets,Importing dataset gives unhelpful error message when filenames in metadata.csv are not found in the directory,2025-01-14T13:53:21+00:00
416,7371,huggingface/datasets,500 Server error with pushing a dataset,2025-01-15T18:23:02+00:00
417,7372,huggingface/datasets,Inconsistent Behavior Between `load_dataset` and `load_from_disk` When Loading Sharded Datasets,2025-01-16T05:47:20+00:00
418,7373,huggingface/datasets,Excessive RAM Usage After Dataset Concatenation concatenate_datasets,2025-01-16T16:33:10+00:00
419,29482,matplotlib/matplotlib,[Bug]: 3D bar chart appears over axis when using zlim,2025-01-18T21:58:06+00:00
420,7375,huggingface/datasets,vllm批量推理报错,2025-01-21T03:22:23+00:00
421,7377,huggingface/datasets,Support for sparse arrays with the Arrow Sparse Tensor format?,2025-01-21T20:14:35+00:00
422,7378,huggingface/datasets,Allow pushing config version to hub,2025-01-21T22:35:07+00:00
423,29510,matplotlib/matplotlib,[ENH]: Log Scale for Violin Plots (by calculating Kernel Density Estimate in log space),2025-01-24T10:42:43+00:00
424,29516,matplotlib/matplotlib,[Bug]: Cannot draw arrow from polar plot origin after setting rticks,2025-01-24T17:28:49+00:00
425,29527,matplotlib/matplotlib,[Bug]: unaligned multiline text when using math mode,2025-01-27T09:30:42+00:00
426,29567,matplotlib/matplotlib,[Bug]: ImageMagickWriter,2025-02-03T01:54:28+00:00
427,29570,matplotlib/matplotlib,[ENH]: text with custom width,2025-02-03T15:08:47+00:00
428,29573,matplotlib/matplotlib,[MNT]: Deprecate ImageMagickWriter in favor of pillow & ffmpeg?,2025-02-03T21:43:17+00:00
429,29586,matplotlib/matplotlib,[ENH]: Arbitrary placement of 3D axes & panes,2025-02-06T21:22:51+00:00
430,29594,matplotlib/matplotlib,[MNT]: Consolidate tick API,2025-02-08T09:38:33+00:00
431,29596,matplotlib/matplotlib,[Bug]: Position and BBox of mathtext are slightly offset from the expected ones and inconsistent with normal text,2025-02-09T13:34:59+00:00
432,7387,huggingface/datasets,Dynamic adjusting dataloader sampling weight,2025-02-10T03:18:47+00:00
433,7390,huggingface/datasets,Re-add py.typed,2025-02-10T22:12:52+00:00
434,7391,huggingface/datasets,AttributeError: module 'pyarrow.lib' has no attribute 'ListViewType',2025-02-11T12:02:26+00:00
435,7392,huggingface/datasets,push_to_hub payload too large error when using large ClassLabel feature,2025-02-11T17:51:34+00:00
436,7394,huggingface/datasets,Using load_dataset with data_files and split arguments yields an error,2025-02-12T04:50:11+00:00
437,7400,huggingface/datasets,504 Gateway Timeout when uploading large dataset to Hugging Face Hub,2025-02-14T02:18:35+00:00
438,7399,huggingface/datasets,Synchronize parameters for various datasets,2025-02-14T09:15:11+00:00
439,29628,matplotlib/matplotlib,Newlines should not be scaped when using setting usetex=True,2025-02-16T08:16:47+00:00
440,29630,matplotlib/matplotlib,[Bug]: Unable to use single Quantity for xerr in ax.errorbar,2025-02-16T13:48:09+00:00
441,7405,huggingface/datasets,Lazy loading of environment variables,2025-02-16T22:31:41+00:00
442,29634,matplotlib/matplotlib,[ENH]: Be able to ignore specific plots when autoscaling axes,2025-02-17T10:31:59+00:00
443,29635,matplotlib/matplotlib,[MNT]: API consistency for figsize,2025-02-17T11:00:15+00:00
444,29636,matplotlib/matplotlib,[MNT]: API consistency for Figure layout_engine,2025-02-17T11:02:56+00:00
445,7412,huggingface/datasets,Index Error Invalid Ket is out of bounds for size 0 for code-search-net/code_search_net dataset,2025-02-18T05:58:33+00:00
446,29643,matplotlib/matplotlib,[ENH]: improve the data structure of transformer pipeline base on the math structure of coordinate transformations,2025-02-18T09:32:29+00:00
447,7413,huggingface/datasets,Documentation on multiple media files of the same type with WebDataset,2025-02-18T16:13:20+00:00
448,29646,matplotlib/matplotlib,[Bug]: Markers with string-type integer values are converted to integers in cycler and matplotlibrc,2025-02-19T12:48:32+00:00
449,7415,huggingface/datasets,Shard Dataset at specific indices,2025-02-20T10:43:10+00:00
450,29653,matplotlib/matplotlib,[ENH]: Make fill_between 'step' argument consistent with plot,2025-02-21T11:25:49+00:00
451,29659,matplotlib/matplotlib,[Bug]: Unnecessary double start of `Animation` in some circumstances,2025-02-22T07:02:28+00:00
452,29671,matplotlib/matplotlib,[ENH]: Add long names for markers,2025-02-24T11:33:07+00:00
453,7419,huggingface/datasets,Import order crashes script execution,2025-02-24T17:03:43+00:00
454,7420,huggingface/datasets,better correspondence between cached and saved datasets created using from_generator,2025-02-24T22:14:37+00:00
455,7421,huggingface/datasets,DVC integration broken,2025-02-25T13:14:31+00:00
456,7874,networkx/networkx,"updating backends(`nx.config`, entry_points, etc.) in the same session/runtime",2025-02-25T17:47:30+00:00
457,7425,huggingface/datasets,"load_dataset(""livecodebench/code_generation_lite"", version_tag=""release_v2"")  TypeError: 'NoneType' object is not callable",2025-02-27T07:36:02+00:00
458,29687,matplotlib/matplotlib,[Bug]: possible race condition between TextBoxes with toolmanager and QtAgg,2025-02-27T17:03:51+00:00
459,7427,huggingface/datasets,Error splitting the input into NAL units.,2025-02-28T02:30:15+00:00
460,7431,huggingface/datasets,Issues with large Datasets,2025-02-28T14:05:22+00:00
461,29699,matplotlib/matplotlib,"[ENH]: Add `zorder` (grid, scatter, line, etc) in `rcParams`",2025-03-03T14:40:52+00:00
462,29704,matplotlib/matplotlib,Option to add FancyBboxPatch around quiverkey(),2025-03-04T22:49:45+00:00
463,29706,matplotlib/matplotlib,[Bug]: Unexpected output when using `fill` with a polar projection plot,2025-03-05T15:40:42+00:00
464,29711,matplotlib/matplotlib,[ENH]: directional antialiasing filter,2025-03-06T11:49:33+00:00
465,7440,huggingface/datasets,IterableDataset raises FileNotFoundError instead of retrying,2025-03-07T19:14:18+00:00
466,7441,huggingface/datasets,`drop_last_batch` does not drop the last batch using IterableDataset + interleave_datasets + multi_worker,2025-03-08T10:28:44+00:00
467,7443,huggingface/datasets,index error when num_shards > len(dataset),2025-03-10T22:40:59+00:00
468,29731,matplotlib/matplotlib,"[MNT]: in class cursor,when the mouse moves out of the ax, redrawing takes a long time",2025-03-11T04:39:52+00:00
469,29732,matplotlib/matplotlib,[Bug]: Unit tests: MacOS 14 failures: gi-invoke-error-quark,2025-03-11T14:10:28+00:00
470,7444,huggingface/datasets,Excessive warnings when resuming an IterableDataset+buffered shuffle+DDP.,2025-03-11T16:34:39+00:00
471,29733,matplotlib/matplotlib,[Bug]: Matplotlib savefig and close break multiprocessing and numpy thread allocation,2025-03-11T18:59:08+00:00
472,29739,matplotlib/matplotlib,"Error finding ""ninja"" when setting up development environment",2025-03-12T12:24:35+00:00
473,29743,matplotlib/matplotlib,[Bug]: memory backing figure is not freed when figure is closed,2025-03-12T13:36:08+00:00
474,7448,huggingface/datasets,`datasets.disable_caching` doesn't work,2025-03-13T06:40:12+00:00
475,7455,huggingface/datasets,Problems with local dataset after upgrade from 3.3.2 to 3.4.0,2025-03-15T09:22:50+00:00
476,7456,huggingface/datasets,.add_faiss_index and .add_elasticsearch_index returns ImportError at Google Colab,2025-03-16T00:51:49+00:00
477,29761,matplotlib/matplotlib,[Bug]: pcolormesh passes alpha value down to colormap instead of alpha blending,2025-03-16T14:21:19+00:00
478,7913,networkx/networkx,cytoscape JSON is not valid,2025-03-18T16:30:10+00:00
479,29775,matplotlib/matplotlib,[Doc]: Improve install guidance,2025-03-18T23:35:39+00:00
480,29778,matplotlib/matplotlib,"[Bug]: interpolation_stage=""data"" removes too many pixels in the vicinity of nans in upsampled, interpolated images",2025-03-19T00:06:01+00:00
481,7468,huggingface/datasets,"function `load_dataset`  can't solve folder path with regex characters like ""[]""",2025-03-20T05:21:59+00:00
482,29790,matplotlib/matplotlib,[Bug]: test_backend_pgf.py::test_rcupdate fails with texlive 2025,2025-03-21T14:26:01+00:00
483,7477,huggingface/datasets,What is the canonical way to compress a Dataset?,2025-03-25T16:47:51+00:00
484,7479,huggingface/datasets,Features.from_arrow_schema is destructive,2025-03-26T16:46:43+00:00
485,7480,huggingface/datasets,HF_DATASETS_CACHE ignored?,2025-03-26T17:19:34+00:00
486,29813,matplotlib/matplotlib,[MNT]: Cleanup internal import dependencies and initialization logic,2025-03-26T23:35:03+00:00
487,29815,matplotlib/matplotlib,Decide support level for axes_grid,2025-03-26T23:51:45+00:00
488,29822,matplotlib/matplotlib,"[MNT]: CI: either remove, or separate cairocffi CI paths",2025-03-28T15:34:50+00:00
489,7951,networkx/networkx,multiple self loop edges overlapped,2025-04-01T10:14:22+00:00
490,29852,matplotlib/matplotlib,[Bug]: Unable to install matplotlib (editable mode) in Github Codespace,2025-04-01T18:23:59+00:00
491,29854,matplotlib/matplotlib,[Bug]: Build timeout in fresh repository if git index is not fresh,2025-04-01T19:24:54+00:00
492,29856,matplotlib/matplotlib,[Doc]: Surprising behavior of FuncAnimation example in the first frames,2025-04-02T07:56:41+00:00
493,7496,huggingface/datasets,Json builder: Allow features to override problematic Arrow types,2025-04-02T19:27:16+00:00
494,7497,huggingface/datasets,How to convert videos to images?,2025-04-03T07:08:39+00:00
495,7498,huggingface/datasets,Extreme memory bandwidth.,2025-04-03T11:09:08+00:00
496,29866,matplotlib/matplotlib,[ENH]: Allow specifying a typeface instead of a font,2025-04-03T19:33:12+00:00
497,29874,matplotlib/matplotlib,[Bug]: Backgroundcolor of text is set in a too wide range,2025-04-06T08:27:11+00:00
498,7500,huggingface/datasets,Make `with_format` correctly indicate that a `Dataset` is compatible with PyTorch's `Dataset` class,2025-04-06T09:56:09+00:00
499,29878,matplotlib/matplotlib,[ENH]: Surface plot does not support interpolation,2025-04-06T14:22:17+00:00
500,7503,huggingface/datasets,Inconsistency between load_dataset and load_from_disk functionality,2025-04-08T03:46:22+00:00
501,7504,huggingface/datasets,BuilderConfig ParquetConfig(...) doesn't have a 'use_auth_token' key.,2025-04-08T10:55:03+00:00
502,7505,huggingface/datasets,HfHubHTTPError: 403 Forbidden: None. Cannot access content at: https://hf.co/api/s3proxy,2025-04-08T14:08:40+00:00
503,7962,networkx/networkx,Cytoscape export of a cartesian graph is invalid,2025-04-08T16:13:17+00:00
504,7506,huggingface/datasets,HfHubHTTPError: 429 Client Error: Too Many Requests for URL when trying to access Fineweb-10BT on 4A100 GPUs using SLURM,2025-04-09T06:32:04+00:00
505,7507,huggingface/datasets,Front-end statistical data quantity deviation,2025-04-10T02:51:38+00:00
506,7508,huggingface/datasets,Iterating over Image feature columns is extremely slow,2025-04-10T19:00:54+00:00
507,29912,matplotlib/matplotlib,[Bug]: findfont: Font family '<font>' not found. despite being present and queriable via fontconfig; never makes it to ~/.cache/matplotlib/fontlist-v330.json either,2025-04-13T17:32:23+00:00
508,7509,huggingface/datasets,Dataset uses excessive memory when loading files,2025-04-13T21:09:49+00:00
509,29915,matplotlib/matplotlib,[Bug]: axes.prop_cycle behavior change,2025-04-14T14:33:52+00:00
510,7512,huggingface/datasets,.map() fails if function uses pyvista,2025-04-14T19:43:02+00:00
511,7518,huggingface/datasets,num_proc parallelization works only for first ~10s.,2025-04-15T11:44:03+00:00
512,7520,huggingface/datasets,Update items in the dataset without `map`,2025-04-15T19:39:01+00:00
513,29922,matplotlib/matplotlib,[ENH]: tab10 color sequence should return the tab-named colors,2025-04-16T01:28:50+00:00
514,29926,matplotlib/matplotlib,"[ENH]: Make rotation_mode=""xtick"" the default for ticks",2025-04-16T07:40:51+00:00
515,29928,matplotlib/matplotlib,[Doc]: Blitting minimal example missing draw_event callback,2025-04-16T11:38:34+00:00
516,7526,huggingface/datasets,Faster downloads/uploads with Xet storage,2025-04-18T14:46:42+00:00
517,7985,networkx/networkx,Iteration over MST and CDS and maybe other trees,2025-04-18T16:51:38+00:00
